dataset,target_score,construction_mode,selection_rank,requested_activation_ratio,activation_ratio,event_id,active,line_budget,start_line_id,end_line_id,requested_entropy_per_active_slot,target_entropy_per_active_slot,achieved_entropy_per_active_slot,ground_truth_group_ld,value_counts,placeholder_count,template
BGL,0.6,ground-truth,71,0.7745966692414834,0.77,E89,1,64,4481,4544,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,"NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)"
BGL,0.6,ground-truth,72,0.7745966692414834,0.77,E12,1,64,4545,4608,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,4,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
BGL,0.6,ground-truth,73,0.7745966692414834,0.77,E37,1,64,4609,4672,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,ciod: LOGIN chdir(<*>) failed: No such file or directory
BGL,0.6,ground-truth,74,0.7745966692414834,0.77,E99,1,64,4673,4736,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,program interrupt: fp cr field .............<*>
BGL,0.6,ground-truth,75,0.7745966692414834,0.77,E83,1,64,4737,4800,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,machine check enable..............<*>
BGL,0.6,ground-truth,76,0.7745966692414834,0.77,E34,1,64,4801,4864,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,ciod: generated <*> core files for program <*>
BGL,0.6,ground-truth,77,0.7745966692414834,0.77,E21,1,64,4865,4928,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.7793994199077399,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,ciod: Error creating node map from file <*>: Bad file descriptor
BGL,0.6,ground-truth,78,0.7745966692414834,0.77,E42,0,64,4929,4992,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,4,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>
BGL,0.6,ground-truth,79,0.7745966692414834,0.77,E18,0,64,4993,5056,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,"CE sym <*>, at <*>, mask <*>"
BGL,0.6,ground-truth,80,0.7745966692414834,0.77,E81,0,64,5057,5120,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,Lustre mount FAILED : <*> : point <*>
BGL,0.6,ground-truth,81,0.7745966692414834,0.77,E87,0,64,5121,5184,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,minus normalized number..................<*>
BGL,0.6,ground-truth,82,0.7745966692414834,0.77,E85,0,64,5185,5248,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,machine state register: <*>
BGL,0.6,ground-truth,83,0.7745966692414834,0.77,E65,0,64,5249,5312,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,fpr29=<*>
BGL,0.6,ground-truth,84,0.7745966692414834,0.77,E38,0,64,5313,5376,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,ciod: Message code <*> is not <*> or <*>
BGL,0.6,ground-truth,85,0.7745966692414834,0.77,E59,0,64,5377,5440,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,disable store gathering..................<*>
BGL,0.6,ground-truth,86,0.7745966692414834,0.77,E28,0,64,5441,5504,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,"ciod: Error loading <*>: invalid or missing program image, No such file or directory"
BGL,0.6,ground-truth,87,0.7745966692414834,0.77,E72,0,64,5505,5568,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,icache prefetch threshold................<*>
BGL,0.6,ground-truth,88,0.7745966692414834,0.77,E97,0,64,5569,5632,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,"problem state (<*>=sup,<*>=usr).......<*>"
BGL,0.6,ground-truth,89,0.7745966692414834,0.77,E4,0,64,5633,5696,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,<*> floating point alignment exceptions
BGL,0.6,ground-truth,90,0.7745966692414834,0.77,E112,0,64,5697,5760,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,5,"rts: kernel terminated for reason <*>: bad message header: invalid cpu, type=<*>, cpu=<*>, index=<*>, total=<*>"
BGL,0.6,ground-truth,91,0.7745966692414834,0.77,E86,0,64,5761,5824,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Machine State Register: <*>
BGL,0.6,ground-truth,92,0.7745966692414834,0.77,E70,0,64,5825,5888,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,iar <*> dear <*>
BGL,0.6,ground-truth,93,0.7745966692414834,0.77,E36,0,64,5889,5952,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,ciod: LOGIN chdir(<*>) failed: Input/output error
BGL,0.6,ground-truth,94,0.7745966692414834,0.77,E44,0,64,5953,6016,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,critical input interrupt (unit=<*> bit=<*>): warning for torus y+ wire
BGL,0.6,ground-truth,95,0.7745966692414834,0.77,E47,0,64,6017,6080,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,"critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type"
BGL,0.6,ground-truth,96,0.7745966692414834,0.77,E66,0,64,6081,6144,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,fraction rounded.........................<*>
BGL,0.6,ground-truth,97,0.7745966692414834,0.77,E27,0,64,6145,6208,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,"ciod: Error loading <*>: program image too big, <*> > <*>"
BGL,0.6,ground-truth,98,0.7745966692414834,0.77,E73,0,64,6209,6272,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,5,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
BGL,0.6,ground-truth,99,0.7745966692414834,0.77,E63,0,64,6273,6336,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,floating pt ex mode <*> enable......<*>
BGL,0.6,ground-truth,100,0.7745966692414834,0.77,E101,0,64,6337,6400,0.7792207792207791,0.7792207792207791,0.7793994199077399,0.0,19 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,program interrupt: illegal instruction......<*>
